BlockCode,TechCode,TechCategory,max_ad_down,max_ad_up
060014358004007,12,Copper (DSL/VDSL),50.0,10.0
060014358004008,11,Copper (DSL/VDSL),18.0,1.5
060014358004008,12,Copper (DSL/VDSL),50.0,10.0
060014359001000,11,Copper (DSL/VDSL),18.0,1.5
060014359001000,12,Copper (DSL/VDSL),100.0,20.0
060014359001001,11,Copper (DSL/VDSL),18.0,1.5
060014359001001,12,Copper (DSL/VDSL),100.0,20.0
060014359001002,11,Copper (DSL/VDSL),18.0,1.5
060014359001002,12,Copper (DSL/VDSL),100.0,20.0
060014359001003,11,Copper (DSL/VDSL),18.0,1.5
060014359001003,12,Copper (DSL/VDSL),50.0,10.0
060014359001004,10,Copper (DSL/VDSL),3.0,0.384
060014359001004,11,Copper (DSL/VDSL),18.0,1.5
060014359001004,12,Copper (DSL/VDSL),100.0,20.0
060014359001004,50,Fiber to the Premises,1000.0,1000.0
060014359001005,12,Copper (DSL/VDSL),100.0,20.0
060014359001005,50,Fiber to the Premises,1000.0,1000.0
060014359001006,12,Copper (DSL/VDSL),50.0,10.0
060014359001006,50,Fiber to the Premises,1000.0,1000.0
060014359001007,12,Copper (DSL/VDSL),25.0,5.0
060014359001007,50,Fiber to the Premises,1000.0,1000.0
060014359001008,50,Fiber to the Premises,1000.0,1000.0
060014359001009,11,Copper (DSL/VDSL),18.0,1.5
060014359001009,12,Copper (DSL/VDSL),50.0,10.0
060014359001009,50,Fiber to the Premises,1000.0,1000.0
060014359001010,10,Copper (DSL/VDSL),6.0,0.512
060014359001010,12,Copper (DSL/VDSL),25.0,5.0
060014359001010,50,Fiber to the Premises,1000.0,1000.0
060014359001011,11,Copper (DSL/VDSL),18.0,1.5
060014359001011,12,Copper (DSL/VDSL),100.0,20.0
060014359001012,12,Copper (DSL/VDSL),50.0,10.0
060014359001012,50,Fiber to the Premises,1000.0,1000.0
060014359001013,10,Copper (DSL/VDSL),3.0,0.384
060014359001013,12,Copper (DSL/VDSL),100.0,20.0
060014359001013,50,Fiber to the Premises,1000.0,1000.0
060014359002001,10,Copper (DSL/VDSL),6.0,0.512
060014359002001,11,Copper (DSL/VDSL),18.0,1.5
060014359002001,12,Copper (DSL/VDSL),100.0,20.0
060014359002001,50,Fiber to the Premises,1000.0,1000.0
060014359002002,11,Copper (DSL/VDSL),18.0,1.5
060014359002002,12,Copper (DSL/VDSL),75.0,20.0
060014359002003,11,Copper (DSL/VDSL),18.0,1.5
060014359002003,12,Copper (DSL/VDSL),100.0,20.0
060014359002004,11,Copper (DSL/VDSL),18.0,1.5
060014359002004,12,Copper (DSL/VDSL),100.0,20.0
060014359002004,50,Fiber to the Premises,1000.0,1000.0
060014359002005,11,Copper (DSL/VDSL),18.0,1.5
060014359002005,12,Copper (DSL/VDSL),100.0,20.0
060014359002005,50,Fiber to the Premises,1000.0,1000.0
060014359002006,11,Copper (DSL/VDSL),18.0,1.5
060014359002006,12,Copper (DSL/VDSL),75.0,20.0
060014359002007,11,Copper (DSL/VDSL),18.0,1.5
060014359002007,12,Copper (DSL/VDSL),50.0,10.0
060014359002007,50,Fiber to the Premises,1000.0,1000.0
060014359002008,11,Copper (DSL/VDSL),18.0,1.5
060014359002008,12,Copper (DSL/VDSL),50.0,10.0
060014359002008,50,Fiber to the Premises,1000.0,1000.0
060014359002009,10,Copper (DSL/VDSL),1.5,0.256
060014359002009,11,Copper (DSL/VDSL),18.0,1.5
060014359002009,12,Copper (DSL/VDSL),50.0,10.0
060014359002010,11,Copper (DSL/VDSL),18.0,1.5
060014359002010,12,Copper (DSL/VDSL),75.0,20.0
060014359002011,11,Copper (DSL/VDSL),18.0,1.5
060014359002011,12,Copper (DSL/VDSL),100.0,20.0
060014359002012,11,Copper (DSL/VDSL),18.0,1.5
060014359002012,12,Copper (DSL/VDSL),50.0,10.0
060014359002013,10,Copper (DSL/VDSL),1.5,0.256
060014359002013,11,Copper (DSL/VDSL),18.0,1.5
060014359002013,12,Copper (DSL/VDSL),100.0,20.0
060014359002014,11,Copper (DSL/VDSL),18.0,1.5
060014359002014,12,Copper (DSL/VDSL),50.0,10.0
060014359003000,11,Copper (DSL/VDSL),18.0,1.5
060014359003000,12,Copper (DSL/VDSL),50.0,10.0
060014359003000,50,Fiber to the Premises,1000.0,1000.0
060014359003001,11,Copper (DSL/VDSL),18.0,1.5
060014359003001,12,Copper (DSL/VDSL),50.0,10.0
060014359003001,50,Fiber to the Premises,1000.0,1000.0
060014359003002,11,Copper (DSL/VDSL),18.0,1.5
060014359003002,12,Copper (DSL/VDSL),50.0,10.0
060014359003002,50,Fiber to the Premises,1000.0,1000.0
060014359003003,50,Fiber to the Premises,1000.0,1000.0
060014359003004,12,Copper (DSL/VDSL),25.0,5.0
060014359003004,50,Fiber to the Premises,1000.0,1000.0
060014359003005,11,Copper (DSL/VDSL),18.0,1.5
060014359003005,12,Copper (DSL/VDSL),25.0,5.0
060014359003005,50,Fiber to the Premises,1000.0,1000.0
060014359003006,11,Copper (DSL/VDSL),18.0,1.5
060014359003006,12,Copper (DSL/VDSL),25.0,5.0
060014359003006,50,Fiber to the Premises,1000.0,1000.0
060014359003007,10,Copper (DSL/VDSL),0.768,0.256
060014359003007,12,Copper (DSL/VDSL),25.0,5.0
060014359003007,50,Fiber to the Premises,1000.0,1000.0
060014359003008,10,Copper (DSL/VDSL),3.0,0.384
060014359003008,11,Copper (DSL/VDSL),18.0,1.5
060014359003008,12,Copper (DSL/VDSL),25.0,5.0
060014359003008,50,Fiber to the Premises,1000.0,1000.0
060014359003010,12,Copper (DSL/VDSL),25.0,5.0
060014359003010,50,Fiber to the Premises,1000.0,1000.0
060014359003011,11,Copper (DSL/VDSL),18.0,1.5
060014359003011,12,Copper (DSL/VDSL),25.0,5.0
060014359003011,50,Fiber to the Premises,1000.0,1000.0
060014359003012,12,Copper (DSL/VDSL),25.0,5.0
060014359003012,50,Fiber to the Premises,1000.0,1000.0
060014359003013,10,Copper (DSL/VDSL),3.0,0.384
060014359003013,12,Copper (DSL/VDSL),25.0,5.0
060014359003013,50,Fiber to the Premises,1000.0,1000.0
060014359003014,10,Copper (DSL/VDSL),6.0,0.512
060014359003014,11,Copper (DSL/VDSL),1.5,1.0
060014359004001,11,Copper (DSL/VDSL),18.0,1.5
060014359004001,12,Copper (DSL/VDSL),25.0,5.0
060014359004001,50,Fiber to the Premises,1000.0,1000.0
060014359004002,10,Copper (DSL/VDSL),1.5,0.256
060014359004002,12,Copper (DSL/VDSL),50.0,10.0
060014359004002,50,Fiber to the Premises,1000.0,1000.0
060014359004003,12,Copper (DSL/VDSL),75.0,20.0
060014359004003,50,Fiber to the Premises,1000.0,1000.0
060014359004006,12,Copper (DSL/VDSL),50.0,10.0
060014359004006,50,Fiber to the Premises,1000.0,1000.0
060014359004007,11,Copper (DSL/VDSL),18.0,1.5
060014359004007,12,Copper (DSL/VDSL),25.0,5.0
060014359004007,50,Fiber to the Premises,1000.0,1000.0
060014359004008,10,Copper (DSL/VDSL),3.0,0.384
060014359004008,12,Copper (DSL/VDSL),50.0,10.0
060014359004008,50,Fiber to the Premises,1000.0,1000.0
060014359004009,11,Copper (DSL/VDSL),18.0,1.5
060014359004009,12,Copper (DSL/VDSL),100.0,20.0
060014359004009,50,Fiber to the Premises,1000.0,1000.0
060014360001001,11,Copper (DSL/VDSL),18.0,1.5
060014360001001,12,Copper (DSL/VDSL),100.0,20.0
060014360001001,50,Fiber to the Premises,1000.0,1000.0
060014360001002,11,Copper (DSL/VDSL),18.0,1.5
060014360001002,12,Copper (DSL/VDSL),100.0,20.0
060014360001003,11,Copper (DSL/VDSL),18.0,1.5
060014360001003,12,Copper (DSL/VDSL),100.0,20.0
060014360001004,11,Copper (DSL/VDSL),18.0,1.5
060014360001004,12,Copper (DSL/VDSL),50.0,10.0
060014360001004,50,Fiber to the Premises,1000.0,1000.0
060014360001005,11,Copper (DSL/VDSL),18.0,1.5
060014360001005,12,Copper (DSL/VDSL),50.0,10.0
060014360001006,10,Copper (DSL/VDSL),3.0,0.384
060014360001006,11,Copper (DSL/VDSL),18.0,1.5
060014360001006,12,Copper (DSL/VDSL),100.0,20.0
060014360001007,11,Copper (DSL/VDSL),18.0,1.5
060014360001007,12,Copper (DSL/VDSL),100.0,20.0
060014360002000,11,Copper (DSL/VDSL),18.0,1.5
060014360002000,12,Copper (DSL/VDSL),75.0,20.0
060014360002001,10,Copper (DSL/VDSL),3.0,0.384
060014360002001,11,Copper (DSL/VDSL),18.0,1.5
060014360002001,12,Copper (DSL/VDSL),50.0,10.0
060014360002001,50,Fiber to the Premises,1000.0,1000.0
060014360002002,11,Copper (DSL/VDSL),18.0,1.5
060014360002002,12,Copper (DSL/VDSL),75.0,20.0
060014360002002,50,Fiber to the Premises,1000.0,1000.0
060014360002003,11,Copper (DSL/VDSL),18.0,1.5
060014360002003,12,Copper (DSL/VDSL),50.0,10.0
060014360002003,50,Fiber to the Premises,1000.0,1000.0
060014360002005,11,Copper (DSL/VDSL),18.0,1.5
060014360002005,12,Copper (DSL/VDSL),100.0,20.0
060014360002005,50,Fiber to the Premises,1000.0,1000.0
060014360002006,12,Copper (DSL/VDSL),100.0,20.0
060014360002006,50,Fiber to the Premises,1000.0,1000.0
060014360002007,11,Copper (DSL/VDSL),18.0,1.5
060014360002007,12,Copper (DSL/VDSL),100.0,20.0
060014360002007,50,Fiber to the Premises,1000.0,1000.0
060014360002008,11,Copper (DSL/VDSL),0.768,0.384
060014360002008,12,Copper (DSL/VDSL),50.0,10.0
060014360002008,50,Fiber to the Premises,1000.0,1000.0
060014360002009,12,Copper (DSL/VDSL),50.0,10.0
060014360002009,50,Fiber to the Premises,1000.0,1000.0
060014360002010,12,Copper (DSL/VDSL),50.0,10.0
060014360002010,50,Fiber to the Premises,1000.0,1000.0
060014360002011,11,Copper (DSL/VDSL),18.0,1.5
060014360002011,12,Copper (DSL/VDSL),100.0,20.0
060014360002011,50,Fiber to the Premises,1000.0,1000.0
060014360002012,11,Copper (DSL/VDSL),18.0,1.5
060014360002012,12,Copper (DSL/VDSL),50.0,10.0
060014360002013,10,Copper (DSL/VDSL),3.0,0.384
060014360002013,11,Copper (DSL/VDSL),18.0,1.5
060014360002013,12,Copper (DSL/VDSL),100.0,20.0
060014360002013,50,Fiber to the Premises,1000.0,1000.0
060014360002014,12,Copper (DSL/VDSL),50.0,10.0
060014360002014,50,Fiber to the Premises,1000.0,1000.0
060014360002015,11,Copper (DSL/VDSL),18.0,1.5
060014360002015,12,Copper (DSL/VDSL),100.0,20.0
060014360002015,50,Fiber to the Premises,1000.0,1000.0
060014360002016,10,Copper (DSL/VDSL),6.0,0.512
060014360002016,11,Copper (DSL/VDSL),18.0,1.5
060014360002016,12,Copper (DSL/VDSL),100.0,20.0
060014360002016,50,Fiber to the Premises,1000.0,1000.0
060014360002017,10,Copper (DSL/VDSL),3.0,0.384
060014360002017,11,Copper (DSL/VDSL),18.0,1.5
060014360002017,12,Copper (DSL/VDSL),100.0,20.0
060014360003000,12,Copper (DSL/VDSL),75.0,20.0
060014360003000,50,Fiber to the Premises,1000.0,1000.0
060014360003001,12,Copper (DSL/VDSL),50.0,10.0
060014360003001,50,Fiber to the Premises,1000.0,1000.0
060014360003002,11,Copper (DSL/VDSL),18.0,1.5
060014360003002,12,Copper (DSL/VDSL),100.0,20.0
060014360003002,50,Fiber to the Premises,1000.0,1000.0
060014360003003,12,Copper (DSL/VDSL),100.0,20.0
060014360003003,50,Fiber to the Premises,1000.0,1000.0
060014360003004,12,Copper (DSL/VDSL),100.0,20.0
060014360003004,50,Fiber to the Premises,1000.0,1000.0
060014360003005,12,Copper (DSL/VDSL),50.0,10.0
060014360003005,50,Fiber to the Premises,1000.0,1000.0
060014360003006,12,Copper (DSL/VDSL),50.0,10.0
060014360003006,50,Fiber to the Premises,1000.0,1000.0
060014360003007,12,Copper (DSL/VDSL),50.0,10.0
060014360003007,50,Fiber to the Premises,1000.0,1000.0
060014360003008,12,Copper (DSL/VDSL),50.0,10.0
060014360003008,50,Fiber to the Premises,1000.0,1000.0
060014360003009,12,Copper (DSL/VDSL),25.0,5.0
060014360003009,50,Fiber to the Premises,1000.0,1000.0
060014360003010,11,Copper (DSL/VDSL),18.0,1.5
060014360003010,12,Copper (DSL/VDSL),75.0,20.0
060014360003010,50,Fiber to the Premises,1000.0,1000.0
060014360003011,11,Copper (DSL/VDSL),18.0,1.5
060014360003011,12,Copper (DSL/VDSL),50.0,10.0
060014360003011,50,Fiber to the Premises,1000.0,1000.0
060014360003012,11,Copper (DSL/VDSL),18.0,1.5
060014360003012,12,Copper (DSL/VDSL),100.0,20.0
060014360003012,50,Fiber to the Premises,1000.0,1000.0
060014360003013,12,Copper (DSL/VDSL),25.0,5.0
060014360003013,50,Fiber to the Premises,1000.0,1000.0
060014360003014,12,Copper (DSL/VDSL),25.0,5.0
060014360003014,50,Fiber to the Premises,1000.0,1000.0
060014360003015,12,Copper (DSL/VDSL),50.0,10.0
060014360003015,50,Fiber to the Premises,1000.0,1000.0
060014360003016,12,Copper (DSL/VDSL),50.0,10.0
060014360003016,50,Fiber to the Premises,1000.0,1000.0
060014360003017,11,Copper (DSL/VDSL),18.0,1.5
060014360003017,12,Copper (DSL/VDSL),50.0,10.0
060014360003017,50,Fiber to the Premises,1000.0,1000.0
060014360003018,11,Copper (DSL/VDSL),18.0,1.5
060014360003018,12,Copper (DSL/VDSL),50.0,10.0
060014360003018,50,Fiber to the Premises,1000.0,1000.0
060014360003019,11,Copper (DSL/VDSL),18.0,1.5
060014360003019,12,Copper (DSL/VDSL),50.0,10.0
060014360003019,50,Fiber to the Premises,1000.0,1000.0
060014360003020,11,Copper (DSL/VDSL),18.0,1.5
060014360003020,12,Copper (DSL/VDSL),50.0,10.0
060014360003020,50,Fiber to the Premises,1000.0,1000.0
060014360003021,11,Copper (DSL/VDSL),18.0,1.5
060014360003021,12,Copper (DSL/VDSL),25.0,5.0
060014360003021,50,Fiber to the Premises,1000.0,1000.0
060014361001000,11,Copper (DSL/VDSL),18.0,1.5
060014361001000,12,Copper (DSL/VDSL),100.0,20.0
060014361001000,50,Fiber to the Premises,1000.0,1000.0
060014361001001,11,Copper (DSL/VDSL),18.0,1.5
060014361001001,12,Copper (DSL/VDSL),100.0,20.0
060014361001001,50,Fiber to the Premises,1000.0,1000.0
060014361001002,12,Copper (DSL/VDSL),50.0,10.0
060014361001002,50,Fiber to the Premises,1000.0,1000.0
060014361001003,12,Copper (DSL/VDSL),50.0,10.0
060014361001003,50,Fiber to the Premises,1000.0,1000.0
060014361001004,12,Copper (DSL/VDSL),50.0,10.0
060014361001004,50,Fiber to the Premises,1000.0,1000.0
060014361002000,11,Copper (DSL/VDSL),18.0,1.5
060014361002000,12,Copper (DSL/VDSL),100.0,20.0
060014361002000,50,Fiber to the Premises,1000.0,1000.0
060014361002001,12,Copper (DSL/VDSL),50.0,10.0
060014361002001,50,Fiber to the Premises,1000.0,1000.0
060014361002002,50,Fiber to the Premises,1000.0,1000.0
060014361002003,11,Copper (DSL/VDSL),18.0,1.5
060014361002003,12,Copper (DSL/VDSL),50.0,10.0
060014361002003,50,Fiber to the Premises,1000.0,1000.0
060014361002006,11,Copper (DSL/VDSL),18.0,1.5
060014361002006,12,Copper (DSL/VDSL),100.0,20.0
060014361002006,50,Fiber to the Premises,1000.0,1000.0
060014361002007,11,Copper (DSL/VDSL),18.0,1.5
060014361002007,12,Copper (DSL/VDSL),50.0,10.0
060014361002007,50,Fiber to the Premises,1000.0,1000.0
060014361002008,10,Copper (DSL/VDSL),6.0,0.512
060014361002008,11,Copper (DSL/VDSL),18.0,1.5
060014361002008,12,Copper (DSL/VDSL),100.0,20.0
060014361002008,50,Fiber to the Premises,1000.0,1000.0
060014361002009,11,Copper (DSL/VDSL),18.0,1.5
060014361002009,12,Copper (DSL/VDSL),50.0,10.0
060014361002011,11,Copper (DSL/VDSL),18.0,1.5
060014361002011,12,Copper (DSL/VDSL),50.0,10.0
060014361002012,12,Copper (DSL/VDSL),100.0,20.0
060014361002012,50,Fiber to the Premises,1000.0,1000.0
060014361002013,12,Copper (DSL/VDSL),50.0,10.0
060014361002013,50,Fiber to the Premises,1000.0,1000.0
060014361002014,11,Copper (DSL/VDSL),18.0,1.5
060014361002014,12,Copper (DSL/VDSL),50.0,10.0
060014361002017,11,Copper (DSL/VDSL),18.0,1.5
060014361002017,12,Copper (DSL/VDSL),75.0,20.0
060014361002017,50,Fiber to the Premises,1000.0,1000.0
060014361003000,11,Copper (DSL/VDSL),18.0,1.5
060014361003000,12,Copper (DSL/VDSL),100.0,20.0
060014361003002,11,Copper (DSL/VDSL),18.0,1.5
060014361003002,12,Copper (DSL/VDSL),100.0,20.0
060014361003002,50,Fiber to the Premises,1000.0,1000.0
060014361003003,12,Copper (DSL/VDSL),50.0,10.0
060014361003003,50,Fiber to the Premises,1000.0,1000.0
060014361003004,10,Copper (DSL/VDSL),0.768,0.256
060014361003004,11,Copper (DSL/VDSL),12.0,1.5
060014361003004,12,Copper (DSL/VDSL),50.0,10.0
060014361003004,50,Fiber to the Premises,1000.0,1000.0
060014361003005,12,Copper (DSL/VDSL),100.0,20.0
060014361003005,50,Fiber to the Premises,1000.0,1000.0
060014361003006,11,Copper (DSL/VDSL),0.768,0.384
060014361003006,50,Fiber to the Premises,1000.0,1000.0
060014361003007,12,Copper (DSL/VDSL),50.0,10.0
060014361003007,50,Fiber to the Premises,1000.0,1000.0
060014361003008,12,Copper (DSL/VDSL),50.0,10.0
060014361003008,50,Fiber to the Premises,1000.0,1000.0
060014361003009,11,Copper (DSL/VDSL),18.0,1.5
060014361003009,12,Copper (DSL/VDSL),50.0,10.0
060014361003009,50,Fiber to the Premises,1000.0,1000.0
060014361003010,11,Copper (DSL/VDSL),18.0,1.5
060014361003010,12,Copper (DSL/VDSL),50.0,10.0
060014361003010,50,Fiber to the Premises,1000.0,1000.0
060014361003011,11,Copper (DSL/VDSL),18.0,1.5
060014361003011,12,Copper (DSL/VDSL),100.0,20.0
060014361003011,50,Fiber to the Premises,1000.0,1000.0
060014361003012,11,Copper (DSL/VDSL),18.0,1.5
060014361003012,12,Copper (DSL/VDSL),100.0,20.0
060014361003013,11,Copper (DSL/VDSL),18.0,1.5
060014361003013,12,Copper (DSL/VDSL),100.0,20.0
060014361003013,50,Fiber to the Premises,1000.0,1000.0
060014361003014,11,Copper (DSL/VDSL),18.0,1.5
060014361003014,12,Copper (DSL/VDSL),100.0,20.0
060014362001000,11,Copper (DSL/VDSL),18.0,1.5
060014362001000,12,Copper (DSL/VDSL),100.0,20.0
060014362001000,50,Fiber to the Premises,1000.0,1000.0
060014362001001,11,Copper (DSL/VDSL),12.0,1.5
060014362001001,50,Fiber to the Premises,1000.0,1000.0
060014362001002,10,Copper (DSL/VDSL),6.0,0.512
060014362001002,11,Copper (DSL/VDSL),18.0,1.5
060014362001002,12,Copper (DSL/VDSL),100.0,20.0
060014362001002,50,Fiber to the Premises,1000.0,1000.0
060014362002000,10,Copper (DSL/VDSL),6.0,0.512
060014362002000,11,Copper (DSL/VDSL),18.0,1.5
060014362002000,12,Copper (DSL/VDSL),75.0,20.0
060014362002000,50,Fiber to the Premises,1000.0,1000.0
060014362002001,10,Copper (DSL/VDSL),1.5,0.256
060014362002001,11,Copper (DSL/VDSL),18.0,1.5
060014362002001,12,Copper (DSL/VDSL),75.0,20.0
060014362002002,11,Copper (DSL/VDSL),18.0,1.5
060014362002002,12,Copper (DSL/VDSL),100.0,20.0
060014362002002,50,Fiber to the Premises,1000.0,1000.0
060014362002003,10,Copper (DSL/VDSL),0.768,0.256
060014362002003,11,Copper (DSL/VDSL),18.0,1.5
060014362002003,12,Copper (DSL/VDSL),100.0,20.0
060014362002003,50,Fiber to the Premises,1000.0,1000.0
060014362002004,11,Copper (DSL/VDSL),18.0,1.5
060014362002004,12,Copper (DSL/VDSL),100.0,20.0
060014362002007,11,Copper (DSL/VDSL),18.0,1.5
060014362002007,12,Copper (DSL/VDSL),50.0,10.0
060014362002007,50,Fiber to the Premises,1000.0,1000.0
060014362002008,11,Copper (DSL/VDSL),18.0,1.5
060014362002008,12,Copper (DSL/VDSL),100.0,20.0
060014362002008,50,Fiber to the Premises,1000.0,1000.0
060014362002009,11,Copper (DSL/VDSL),18.0,1.5
060014362002009,12,Copper (DSL/VDSL),50.0,10.0
060014362002010,10,Copper (DSL/VDSL),0.768,0.256
060014362002010,11,Copper (DSL/VDSL),18.0,1.5
060014362002010,12,Copper (DSL/VDSL),100.0,20.0
060014362002010,50,Fiber to the Premises,1000.0,1000.0
060014363011000,11,Copper (DSL/VDSL),6.0,1.0
060014363011001,10,Copper (DSL/VDSL),3.0,0.384
060014363011001,11,Copper (DSL/VDSL),18.0,1.5
060014363011001,12,Copper (DSL/VDSL),75.0,20.0
060014363011001,50,Fiber to the Premises,1000.0,1000.0
060014363011002,11,Copper (DSL/VDSL),18.0,1.5
060014363011002,12,Copper (DSL/VDSL),50.0,10.0
060014363011002,50,Fiber to the Premises,1000.0,1000.0
060014363011003,11,Copper (DSL/VDSL),18.0,1.5
060014363011003,12,Copper (DSL/VDSL),75.0,20.0
060014363011003,50,Fiber to the Premises,1000.0,1000.0
060014363011004,11,Copper (DSL/VDSL),18.0,1.5
060014363011004,12,Copper (DSL/VDSL),50.0,10.0
060014363011004,50,Fiber to the Premises,1000.0,1000.0
060014363011006,11,Copper (DSL/VDSL),18.0,1.5
060014363011006,12,Copper (DSL/VDSL),100.0,20.0
060014363011006,50,Fiber to the Premises,1000.0,1000.0
060014363011007,10,Copper (DSL/VDSL),3.0,0.384
060014363011007,11,Copper (DSL/VDSL),18.0,1.5
060014363011007,12,Copper (DSL/VDSL),75.0,20.0
060014363011007,50,Fiber to the Premises,1000.0,1000.0
060014363011008,10,Copper (DSL/VDSL),1.5,0.256
060014363011008,11,Copper (DSL/VDSL),12.0,1.5
060014363011008,12,Copper (DSL/VDSL),25.0,5.0
060014363011008,50,Fiber to the Premises,1000.0,1000.0
060014363011010,11,Copper (DSL/VDSL),12.0,1.5
060014363011010,12,Copper (DSL/VDSL),50.0,10.0
060014363011010,50,Fiber to the Premises,1000.0,1000.0
060014363011011,11,Copper (DSL/VDSL),18.0,1.5
060014363011011,12,Copper (DSL/VDSL),50.0,10.0
060014363011011,50,Fiber to the Premises,1000.0,1000.0
060014363011012,11,Copper (DSL/VDSL),12.0,1.5
060014363011012,12,Copper (DSL/VDSL),25.0,5.0
060014363011012,50,Fiber to the Premises,1000.0,1000.0
060014363011013,11,Copper (DSL/VDSL),18.0,1.5
060014363011013,12,Copper (DSL/VDSL),100.0,20.0
060014363011013,50,Fiber to the Premises,1000.0,1000.0
060014363011014,11,Copper (DSL/VDSL),12.0,1.5
060014363011015,11,Copper (DSL/VDSL),18.0,1.5
060014363011015,12,Copper (DSL/VDSL),100.0,20.0
060014363011015,50,Fiber to the Premises,1000.0,1000.0
060014363011016,11,Copper (DSL/VDSL),10.0,1.0
060014363011017,11,Copper (DSL/VDSL),18.0,1.5
060014363011017,12,Copper (DSL/VDSL),75.0,20.0
060014363011017,50,Fiber to the Premises,1000.0,1000.0
060014363012001,10,Copper (DSL/VDSL),6.0,0.512
060014363012001,11,Copper (DSL/VDSL),18.0,1.5
060014363012001,12,Copper (DSL/VDSL),50.0,10.0
060014363012001,50,Fiber to the Premises,1000.0,1000.0
060014363012003,11,Copper (DSL/VDSL),18.0,1.5
060014363012003,12,Copper (DSL/VDSL),50.0,10.0
060014363012003,50,Fiber to the Premises,1000.0,1000.0
060014363012004,12,Copper (DSL/VDSL),25.0,5.0
060014363012004,50,Fiber to the Premises,1000.0,1000.0
060014363012005,12,Copper (DSL/VDSL),25.0,5.0
060014363012005,50,Fiber to the Premises,1000.0,1000.0
060014363012006,10,Copper (DSL/VDSL),6.0,0.512
060014363012006,12,Copper (DSL/VDSL),25.0,5.0
060014363012006,50,Fiber to the Premises,1000.0,1000.0
060014363012007,11,Copper (DSL/VDSL),12.0,1.5
060014363012007,12,Copper (DSL/VDSL),25.0,5.0
060014363012007,50,Fiber to the Premises,1000.0,1000.0
060014363012009,11,Copper (DSL/VDSL),18.0,1.5
060014363012009,12,Copper (DSL/VDSL),100.0,20.0
060014363012009,50,Fiber to the Premises,1000.0,1000.0
060014363012010,11,Copper (DSL/VDSL),18.0,1.5
060014363012010,12,Copper (DSL/VDSL),100.0,20.0
060014363012010,50,Fiber to the Premises,1000.0,1000.0
060014363012011,11,Copper (DSL/VDSL),18.0,1.5
060014363012011,12,Copper (DSL/VDSL),75.0,20.0
060014363012011,50,Fiber to the Premises,1000.0,1000.0
060014363012013,11,Copper (DSL/VDSL),18.0,1.5
060014363012013,12,Copper (DSL/VDSL),50.0,10.0
060014363012016,11,Copper (DSL/VDSL),18.0,1.5
060014363012016,12,Copper (DSL/VDSL),100.0,20.0
060014363012017,11,Copper (DSL/VDSL),18.0,1.5
060014363012017,12,Copper (DSL/VDSL),100.0,20.0
060014363012018,11,Copper (DSL/VDSL),18.0,1.5
060014363012018,12,Copper (DSL/VDSL),100.0,20.0
060014363012019,11,Copper (DSL/VDSL),10.0,1.0
060014363012019,12,Copper (DSL/VDSL),100.0,20.0
060014363012019,50,Fiber to the Premises,1000.0,1000.0
060014363012020,11,Copper (DSL/VDSL),18.0,1.5
060014363012020,12,Copper (DSL/VDSL),50.0,10.0
060014363012020,50,Fiber to the Premises,1000.0,1000.0
060014363012021,11,Copper (DSL/VDSL),18.0,1.5
060014363012021,12,Copper (DSL/VDSL),100.0,20.0
060014363012021,50,Fiber to the Premises,1000.0,1000.0
060014363021000,11,Copper (DSL/VDSL),18.0,1.5
060014363021000,12,Copper (DSL/VDSL),100.0,20.0
060014363021000,50,Fiber to the Premises,1000.0,1000.0
060014363021001,11,Copper (DSL/VDSL),18.0,1.5
060014363021001,12,Copper (DSL/VDSL),50.0,10.0
060014363021001,50,Fiber to the Premises,1000.0,1000.0
060014363021002,11,Copper (DSL/VDSL),18.0,1.5
060014363021002,12,Copper (DSL/VDSL),50.0,10.0
060014363021002,50,Fiber to the Premises,1000.0,1000.0
060014363021003,50,Fiber to the Premises,1000.0,1000.0
060014363021004,12,Copper (DSL/VDSL),50.0,10.0
060014363021004,50,Fiber to the Premises,1000.0,1000.0
060014363021005,11,Copper (DSL/VDSL),18.0,1.5
060014363021005,12,Copper (DSL/VDSL),50.0,10.0
060014363021005,50,Fiber to the Premises,1000.0,1000.0
060014363021006,50,Fiber to the Premises,1000.0,1000.0
060014363021007,11,Copper (DSL/VDSL),18.0,1.5
060014363021007,12,Copper (DSL/VDSL),50.0,10.0
060014363021007,50,Fiber to the Premises,1000.0,1000.0
060014363022000,11,Copper (DSL/VDSL),18.0,1.5
060014363022000,12,Copper (DSL/VDSL),100.0,20.0
060014363022000,50,Fiber to the Premises,1000.0,1000.0
060014363022000,70,Fixed Wireless,200.0,200.0
060014363022001,10,Copper (DSL/VDSL),6.0,0.512
060014363022001,11,Copper (DSL/VDSL),18.0,1.5
060014363022001,12,Copper (DSL/VDSL),100.0,20.0
060014363022001,50,Fiber to the Premises,1000.0,1000.0
060014363022002,11,Copper (DSL/VDSL),18.0,1.5
060014363022002,12,Copper (DSL/VDSL),100.0,20.0
060014363022002,50,Fiber to the Premises,1000.0,1000.0
060014363022003,11,Copper (DSL/VDSL),18.0,1.5
060014363022003,12,Copper (DSL/VDSL),100.0,20.0
060014363022003,50,Fiber to the Premises,1000.0,1000.0
060014363022004,12,Copper (DSL/VDSL),50.0,10.0
060014363022004,50,Fiber to the Premises,1000.0,1000.0
060014363022005,11,Copper (DSL/VDSL),18.0,1.5
060014363022005,12,Copper (DSL/VDSL),100.0,20.0
