zcta,BlockCode,TechCode,TechCategory,max_ad_down,max_ad_up
94588,060014506034004,10,Copper (DSL/VDSL),6.0,0.512
94588,060014506034004,11,Copper (DSL/VDSL),18.0,1.5
94588,060014506034005,10,Copper (DSL/VDSL),3.0,0.384
94588,060014506034005,11,Copper (DSL/VDSL),18.0,1.5
94588,060014506034006,11,Copper (DSL/VDSL),18.0,1.5
94588,060014506034008,10,Copper (DSL/VDSL),6.0,0.512
94588,060014506034008,11,Copper (DSL/VDSL),18.0,1.5
94588,060014506034009,10,Copper (DSL/VDSL),3.0,0.384
94588,060014506034009,11,Copper (DSL/VDSL),6.0,1.0
94588,060014506034011,10,Copper (DSL/VDSL),6.0,0.512
94588,060014506034011,11,Copper (DSL/VDSL),18.0,1.5
94588,060014506034016,10,Copper (DSL/VDSL),6.0,0.512
94588,060014506034016,11,Copper (DSL/VDSL),25.0,2.0
94588,060014506034017,10,Copper (DSL/VDSL),6.0,0.512
94588,060014506034017,11,Copper (DSL/VDSL),25.0,2.0
94588,060014506034018,11,Copper (DSL/VDSL),12.0,1.5
94588,060014506034021,10,Copper (DSL/VDSL),6.0,0.512
94588,060014506034021,11,Copper (DSL/VDSL),18.0,1.5
94588,060014506034021,12,Copper (DSL/VDSL),100.0,20.0
94588,060014506034022,10,Copper (DSL/VDSL),6.0,0.512
94566,060014506041000,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506041000,12,Copper (DSL/VDSL),50.0,10.0
94588,060014506041001,11,Copper (DSL/VDSL),18.0,1.5
94588,060014506041001,12,Copper (DSL/VDSL),25.0,5.0
94588,060014506041002,11,Copper (DSL/VDSL),18.0,1.5
94588,060014506041002,12,Copper (DSL/VDSL),25.0,5.0
94588,060014506041003,11,Copper (DSL/VDSL),18.0,1.5
94588,060014506041003,12,Copper (DSL/VDSL),25.0,5.0
94588,060014506041004,11,Copper (DSL/VDSL),18.0,1.5
94588,060014506041004,12,Copper (DSL/VDSL),50.0,10.0
94588,060014506041006,11,Copper (DSL/VDSL),18.0,1.5
94588,060014506041006,12,Copper (DSL/VDSL),100.0,20.0
94588,060014506041007,11,Copper (DSL/VDSL),18.0,1.5
94588,060014506041007,12,Copper (DSL/VDSL),75.0,20.0
94588,060014506041008,11,Copper (DSL/VDSL),18.0,1.5
94588,060014506041008,12,Copper (DSL/VDSL),50.0,10.0
94588,060014506041009,11,Copper (DSL/VDSL),18.0,1.5
94588,060014506041009,12,Copper (DSL/VDSL),25.0,5.0
94588,060014506041010,11,Copper (DSL/VDSL),18.0,1.5
94588,060014506041010,12,Copper (DSL/VDSL),100.0,20.0
94588,060014506041011,10,Copper (DSL/VDSL),6.0,0.512
94588,060014506041011,11,Copper (DSL/VDSL),18.0,1.5
94588,060014506041011,12,Copper (DSL/VDSL),100.0,20.0
94588,060014506041012,11,Copper (DSL/VDSL),18.0,1.5
94588,060014506041012,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506042000,10,Copper (DSL/VDSL),3.0,0.384
94566,060014506042000,11,Copper (DSL/VDSL),3.0,1.0
94566,060014506042001,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506042001,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506042002,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506042002,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506042003,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506042003,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506042004,10,Copper (DSL/VDSL),0.768,0.256
94566,060014506042004,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506042004,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506042005,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506042005,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506042006,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506042006,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506042007,10,Copper (DSL/VDSL),3.0,0.384
94566,060014506042007,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506042007,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506042008,10,Copper (DSL/VDSL),3.0,0.384
94566,060014506042008,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506042008,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506042009,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506042009,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506042010,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506042010,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506042011,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506042011,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506042012,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506042012,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506042013,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506042013,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506043000,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506043000,12,Copper (DSL/VDSL),50.0,10.0
94566,060014506043001,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506043001,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506043002,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506043002,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506043003,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506043003,12,Copper (DSL/VDSL),50.0,10.0
94566,060014506043004,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506043004,12,Copper (DSL/VDSL),50.0,10.0
94566,060014506043005,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506043005,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506043006,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506043006,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506043007,10,Copper (DSL/VDSL),6.0,0.512
94566,060014506043007,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506043007,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506043008,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506043008,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506043009,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506043009,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506044000,10,Copper (DSL/VDSL),6.0,0.512
94566,060014506044000,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506044000,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506044001,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506044001,12,Copper (DSL/VDSL),50.0,10.0
94566,060014506044002,10,Copper (DSL/VDSL),3.0,0.384
94566,060014506044002,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506044002,12,Copper (DSL/VDSL),50.0,10.0
94566,060014506044003,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506044003,12,Copper (DSL/VDSL),25.0,5.0
94566,060014506044004,10,Copper (DSL/VDSL),0.768,0.256
94566,060014506044004,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506044004,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506044005,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506044005,12,Copper (DSL/VDSL),50.0,10.0
94566,060014506044006,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506044006,12,Copper (DSL/VDSL),50.0,10.0
94566,060014506051003,10,Copper (DSL/VDSL),3.0,0.384
94566,060014506051003,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506051003,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506051004,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506051004,12,Copper (DSL/VDSL),50.0,10.0
94566,060014506051005,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506051005,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506051006,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506051006,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506051007,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506051007,12,Copper (DSL/VDSL),50.0,10.0
94566,060014506051008,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506051008,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506051009,10,Copper (DSL/VDSL),6.0,0.512
94566,060014506051009,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506051009,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506051010,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506051010,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506051011,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506051011,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506051012,11,Copper (DSL/VDSL),12.0,1.5
94566,060014506051013,10,Copper (DSL/VDSL),6.0,0.512
94566,060014506051013,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506051013,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506051014,11,Copper (DSL/VDSL),12.0,1.5
94566,060014506051015,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506052001,10,Copper (DSL/VDSL),6.0,0.512
94566,060014506052001,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506052001,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506052002,11,Copper (DSL/VDSL),6.0,1.0
94566,060014506052003,11,Copper (DSL/VDSL),10.0,1.0
94566,060014506052004,10,Copper (DSL/VDSL),3.0,0.384
94566,060014506052004,11,Copper (DSL/VDSL),10.0,1.0
94566,060014506052005,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506052005,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506052006,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506052006,12,Copper (DSL/VDSL),25.0,5.0
94566,060014506052007,10,Copper (DSL/VDSL),3.0,0.384
94566,060014506052007,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506052007,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506053003,10,Copper (DSL/VDSL),6.0,0.512
94566,060014506053003,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506053003,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506053004,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506053004,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506053005,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506053005,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506053006,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506053006,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506053007,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506053007,12,Copper (DSL/VDSL),100.0,20.0
94588,060014506053008,11,Copper (DSL/VDSL),18.0,1.5
94588,060014506053008,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506053009,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506053009,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506053010,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506053010,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506053011,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506053011,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506053012,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506053012,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506053013,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506053013,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506053014,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506053014,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506053015,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506053015,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506061001,10,Copper (DSL/VDSL),1.5,0.256
94566,060014506061001,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506061001,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506061002,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506061002,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506061003,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506061003,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506061004,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506061004,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506061005,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506061005,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506061006,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506061006,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506061007,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506061007,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506061008,10,Copper (DSL/VDSL),6.0,0.512
94566,060014506061008,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506061008,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506061009,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506061009,12,Copper (DSL/VDSL),50.0,10.0
94566,060014506061010,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506061010,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506061011,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506061011,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506061012,10,Copper (DSL/VDSL),6.0,0.512
94566,060014506061012,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506061012,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506061013,10,Copper (DSL/VDSL),3.0,0.384
94566,060014506061013,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506061013,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506061014,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506061014,12,Copper (DSL/VDSL),50.0,10.0
94566,060014506062000,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506062000,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506062000,70,Fixed Wireless,30.0,3.0
94566,060014506062001,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506062001,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506062002,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506062002,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506062003,10,Copper (DSL/VDSL),6.0,0.512
94566,060014506062003,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506062003,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506062004,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506062004,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506062005,10,Copper (DSL/VDSL),6.0,0.512
94566,060014506062005,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506062005,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506062006,10,Copper (DSL/VDSL),3.0,0.384
94566,060014506062006,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506062006,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506062007,10,Copper (DSL/VDSL),6.0,0.512
94566,060014506062008,10,Copper (DSL/VDSL),6.0,0.512
94566,060014506063002,10,Copper (DSL/VDSL),3.0,0.384
94566,060014506063002,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506063002,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506063004,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506063004,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506063008,10,Copper (DSL/VDSL),6.0,0.512
94566,060014506063008,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506063008,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506063009,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506063009,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506063010,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506063010,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506063011,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506063011,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506063012,10,Copper (DSL/VDSL),3.0,0.384
94566,060014506063012,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506063012,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506063015,11,Copper (DSL/VDSL),3.0,1.0
94566,060014506063016,11,Copper (DSL/VDSL),6.0,1.0
94566,060014506063017,10,Copper (DSL/VDSL),3.0,0.384
94566,060014506063017,11,Copper (DSL/VDSL),3.0,1.0
94566,060014506063018,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506063018,12,Copper (DSL/VDSL),50.0,10.0
94566,060014506063019,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506063019,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506063020,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506063020,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506071001,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506071001,12,Copper (DSL/VDSL),50.0,10.0
94566,060014506071002,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506071002,12,Copper (DSL/VDSL),50.0,10.0
94566,060014506071003,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506071003,12,Copper (DSL/VDSL),50.0,10.0
94566,060014506071003,50,Fiber to the Premises,1000.0,1000.0
94566,060014506071004,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506071004,12,Copper (DSL/VDSL),25.0,5.0
94566,060014506071006,10,Copper (DSL/VDSL),6.0,0.512
94566,060014506071006,11,Copper (DSL/VDSL),3.0,1.0
94566,060014506071010,10,Copper (DSL/VDSL),6.0,0.512
94566,060014506071010,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506071010,12,Copper (DSL/VDSL),50.0,10.0
94566,060014506071011,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506071011,12,Copper (DSL/VDSL),25.0,5.0
94566,060014506071015,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506071015,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506071015,50,Fiber to the Premises,1000.0,1000.0
94566,060014506071016,10,Copper (DSL/VDSL),6.0,0.512
94566,060014506071016,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506071016,50,Fiber to the Premises,1000.0,1000.0
94566,060014506071017,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506071017,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506071017,50,Fiber to the Premises,1000.0,1000.0
94566,060014506071018,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506071018,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506071018,50,Fiber to the Premises,1000.0,1000.0
94566,060014506071019,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506071019,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506071019,50,Fiber to the Premises,1000.0,1000.0
94566,060014506071022,10,Copper (DSL/VDSL),3.0,0.384
94566,060014506071022,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506071026,10,Copper (DSL/VDSL),6.0,0.512
94566,060014506071026,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506071026,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506071030,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506071031,10,Copper (DSL/VDSL),6.0,0.512
94566,060014506071031,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506071031,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506071032,10,Copper (DSL/VDSL),3.0,0.384
94566,060014506071032,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506071032,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506071034,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506071034,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506072000,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506072000,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506072002,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506072002,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506072002,50,Fiber to the Premises,1000.0,1000.0
94566,060014506072004,10,Copper (DSL/VDSL),3.0,0.384
94566,060014506072004,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506072004,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506072005,10,Copper (DSL/VDSL),6.0,0.512
94566,060014506072005,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506072005,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506072007,10,Copper (DSL/VDSL),6.0,0.512
94566,060014506072007,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506072007,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506072008,10,Copper (DSL/VDSL),3.0,0.384
94566,060014506072008,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506072008,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506072008,50,Fiber to the Premises,1000.0,1000.0
94566,060014506072011,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506072011,12,Copper (DSL/VDSL),50.0,10.0
94566,060014506072012,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506072013,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506072014,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506072014,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506072015,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506072015,12,Copper (DSL/VDSL),75.0,20.0
94566,060014506072016,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506072016,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506072017,10,Copper (DSL/VDSL),3.0,0.384
94566,060014506072017,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506072017,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506072017,50,Fiber to the Premises,1000.0,1000.0
94566,060014506072019,10,Copper (DSL/VDSL),6.0,0.512
94566,060014506072019,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506072022,10,Copper (DSL/VDSL),6.0,0.512
94566,060014506072022,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506072023,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506072026,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506072027,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506072027,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506072029,10,Copper (DSL/VDSL),3.0,0.384
94566,060014506072029,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506072029,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506072032,10,Copper (DSL/VDSL),3.0,0.384
94566,060014506072032,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506072032,12,Copper (DSL/VDSL),100.0,20.0
94566,060014506072033,10,Copper (DSL/VDSL),3.0,0.384
94566,060014506072033,11,Copper (DSL/VDSL),18.0,1.5
94566,060014506072033,12,Copper (DSL/VDSL),100.0,20.0
94566,060014507011002,11,Copper (DSL/VDSL),18.0,1.5
94566,060014507011002,12,Copper (DSL/VDSL),100.0,20.0
94566,060014507011003,10,Copper (DSL/VDSL),6.0,0.512
94566,060014507011003,11,Copper (DSL/VDSL),18.0,1.5
94566,060014507011003,12,Copper (DSL/VDSL),100.0,20.0
94566,060014507011003,50,Fiber to the Premises,1000.0,1000.0
94566,060014507011007,11,Copper (DSL/VDSL),18.0,1.5
94566,060014507011007,12,Copper (DSL/VDSL),100.0,20.0
94566,060014507012000,11,Copper (DSL/VDSL),3.0,1.0
94566,060014507012001,11,Copper (DSL/VDSL),3.0,1.0
94566,060014507012001,50,Fiber to the Premises,1000.0,1000.0
94566,060014507012004,11,Copper (DSL/VDSL),0.768,0.384
94566,060014507012004,50,Fiber to the Premises,1000.0,1000.0
94566,060014507012005,10,Copper (DSL/VDSL),6.0,0.512
94566,060014507012005,11,Copper (DSL/VDSL),10.0,1.0
94566,060014507012005,50,Fiber to the Premises,1000.0,1000.0
94566,060014507012007,11,Copper (DSL/VDSL),3.0,1.0
94566,060014507012008,11,Copper (DSL/VDSL),0.768,0.384
94566,060014507012010,11,Copper (DSL/VDSL),6.0,1.0
94566,060014507013000,10,Copper (DSL/VDSL),6.0,0.512
94566,060014507013000,11,Copper (DSL/VDSL),18.0,1.5
94566,060014507013000,12,Copper (DSL/VDSL),50.0,10.0
94566,060014507013000,50,Fiber to the Premises,1000.0,1000.0
94566,060014507013002,11,Copper (DSL/VDSL),18.0,1.5
94566,060014507013002,12,Copper (DSL/VDSL),25.0,5.0
94566,060014507013004,11,Copper (DSL/VDSL),12.0,1.5
94566,060014507013004,12,Copper (DSL/VDSL),25.0,5.0
94566,060014507013007,10,Copper (DSL/VDSL),3.0,0.384
94566,060014507013007,11,Copper (DSL/VDSL),18.0,1.5
94566,060014507013007,12,Copper (DSL/VDSL),100.0,20.0
94566,060014507013008,11,Copper (DSL/VDSL),18.0,1.5
94566,060014507013008,12,Copper (DSL/VDSL),100.0,20.0
94566,060014507013009,11,Copper (DSL/VDSL),18.0,1.5
94566,060014507013009,12,Copper (DSL/VDSL),50.0,10.0
94566,060014507013010,11,Copper (DSL/VDSL),18.0,1.5
94566,060014507013010,12,Copper (DSL/VDSL),100.0,20.0
94566,060014507013011,11,Copper (DSL/VDSL),18.0,1.5
94566,060014507013011,12,Copper (DSL/VDSL),25.0,5.0
94566,060014507013012,11,Copper (DSL/VDSL),18.0,1.5
94566,060014507013012,12,Copper (DSL/VDSL),50.0,10.0
94566,060014507013013,11,Copper (DSL/VDSL),12.0,1.5
94566,060014507013013,50,Fiber to the Premises,1000.0,1000.0
94566,060014507013014,11,Copper (DSL/VDSL),0.768,0.384
94566,060014507014002,10,Copper (DSL/VDSL),6.0,0.512
94566,060014507014002,11,Copper (DSL/VDSL),18.0,1.5
94566,060014507014002,12,Copper (DSL/VDSL),25.0,5.0
94566,060014507014002,50,Fiber to the Premises,1000.0,1000.0
94566,060014507014003,11,Copper (DSL/VDSL),18.0,1.5
94566,060014507014003,12,Copper (DSL/VDSL),50.0,10.0
94566,060014507014003,50,Fiber to the Premises,1000.0,1000.0
94566,060014507014004,50,Fiber to the Premises,1000.0,1000.0
94566,060014507014009,10,Copper (DSL/VDSL),6.0,0.512
94566,060014507014009,11,Copper (DSL/VDSL),18.0,1.5
94566,060014507014009,12,Copper (DSL/VDSL),100.0,20.0
94566,060014507014009,50,Fiber to the Premises,1000.0,1000.0
94566,060014507014010,11,Copper (DSL/VDSL),18.0,1.5
94566,060014507014010,12,Copper (DSL/VDSL),100.0,20.0
94566,060014507014010,50,Fiber to the Premises,1000.0,1000.0
94566,060014507014011,11,Copper (DSL/VDSL),6.0,1.0
94566,060014507014012,11,Copper (DSL/VDSL),18.0,1.5
94566,060014507014012,12,Copper (DSL/VDSL),75.0,20.0
94566,060014507014014,11,Copper (DSL/VDSL),18.0,1.5
94566,060014507014014,12,Copper (DSL/VDSL),25.0,5.0
94566,060014507014015,11,Copper (DSL/VDSL),18.0,1.5
94566,060014507014015,12,Copper (DSL/VDSL),50.0,10.0
94566,060014507014016,10,Copper (DSL/VDSL),3.0,0.384
94566,060014507014016,11,Copper (DSL/VDSL),18.0,1.5
94566,060014507014016,12,Copper (DSL/VDSL),50.0,10.0
94566,060014507014017,11,Copper (DSL/VDSL),18.0,1.5
94566,060014507014017,12,Copper (DSL/VDSL),50.0,10.0
94566,060014507014019,11,Copper (DSL/VDSL),18.0,1.5
94566,060014507014019,12,Copper (DSL/VDSL),75.0,20.0
94566,060014507014023,10,Copper (DSL/VDSL),6.0,0.512
94566,060014507014023,11,Copper (DSL/VDSL),18.0,1.5
94566,060014507014023,12,Copper (DSL/VDSL),50.0,10.0
94566,060014507411002,11,Copper (DSL/VDSL),18.0,1.5
94566,060014507411005,10,Copper (DSL/VDSL),6.0,0.512
94566,060014507411005,11,Copper (DSL/VDSL),18.0,1.5
94566,060014507411005,12,Copper (DSL/VDSL),100.0,20.0
94566,060014507411005,50,Fiber to the Premises,1000.0,1000.0
94566,060014507411006,10,Copper (DSL/VDSL),6.0,0.512
94566,060014507411006,11,Copper (DSL/VDSL),18.0,1.5
94566,060014507411007,11,Copper (DSL/VDSL),18.0,1.5
